,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PT. Triputra Textile (Spinning Division),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daily Production Report Data Base Februari-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Date , Month ,Unit Pabrik,Yarn Jenis Benang,Count (Ne),Slub Code,Lot Benang,SPK,Warna Cone / Cheese,Berat Cone / Cheese (Kgs),TM,TPI,Speed,Jumlah Spindel / Rotor Terpasang,Aktual Produksi,,,,100% Produksi (Bales),Target Produksi on Target OPR (Bales),Keuntungan atau Kerugian Efisiensi Bales on Target OPS / OPR,Target OPS / OPR,OPS/ OPR Aktual,OPS / OPR Worked,Produksi Effisiensi %,Effisiensi % Kerja,Penghentian (Minutes),,,,,,Spindles / Rotors Bekerja,Spindle / Rotors Effisiensi,Kerugian Produksi (Bales) Karena,,,,,,Harga Benang per Bale,
,,,,,,,,,,,,,,,Jumlah Cones / Cheese,Produksi (Kgs),Produksi (Lbs),Aktual Produksi (Bales),,,,,,,,,Power / Electric (min),Count Mengubah (min),Creel Mengubah (min),Preventive Mtc/Rotor/Ring Change Stoppage (min),Creel Short Stoppage (min),Total Penghentian  (min),,,Power Penghentian,Count Mengubah,Creel Mengubah,Preventive MTC./Rotor / Ring Cup Change,Creel (Sliver/Roving) Short,Kerugian Total,,
, 1 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,2280,6000,17010,37500,93.8,111,100,5,93.79,87.72,98.48,84.2%,94.5%,0,0,0,157,0,157,2031,89.1%,0.00,0.00,0.00,-11.50,0.00,-11.50,,
, 1 ,Februari,RING,S,10.0,-,4006.0,4006.0/JN21/AX,Coklat,2.835,4.20,13.28,9613,1632,800,2268,5000,12.5,14,13,0,16.55,16.34,17.05,88.9%,92.8%,0,0,0,0,60,60,1564,95.8%,0.00,0.00,0.00,0.00,-0.54,-0.54,,
, 1 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,300,851,1875,4.7,7,6,0,11.16,8.33,11.43,67.2%,92.2%,0,0,0,0,390,390,875,72.9%,0.00,0.00,0.00,0.00,-1.74,-1.74,,
, 1 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,400,1134,2500,6.3,7,6,0,10.52,11.11,11.11,95.1%,95.1%,0,0,0,0,0,0,1200,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 1 ,Februari,RING,S,20.0,-,4006.0,4006.0/JN21/AX,Pink,2.835,3.50,15.65,10170,1632,400,1134,2500,6.3,6,6,1,7.43,8.17,8.17,99.0%,99.0%,0,0,0,0,0,0,1632,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 2 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,2280,5800,16443,36250,90.6,111,100,2,93.79,84.80,95.20,81.4%,91.4%,0,0,0,0,157,157,2031,89.1%,0.00,0.00,0.00,0.00,-11.12,-11.12,,
, 2 ,Februari,RING,S,10.0,-,4006.0,4006.0/JN21/AX,Coklat,2.835,4.20,13.28,9613,1632,800,2268,5000,12.5,14,13,0,16.55,16.34,17.05,88.9%,92.8%,0,0,0,0,60,60,1564,95.8%,0.00,0.00,0.00,0.00,-0.54,-0.54,,
, 2 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,420,1191,2625,6.6,7,6,0,11.16,11.67,11.67,94.1%,94.1%,0,0,0,0,0,0,1200,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 2 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,200,567,1250,3.1,7,6,0,10.52,5.56,10.67,47.5%,91.3%,0,0,0,0,690,690,625,52.1%,0.00,0.00,0.00,0.00,-2.88,-2.88,,
, 2 ,Februari,RING,S,20.0,-,4006.0,4006.0/JN21/AX,Pink,2.835,3.50,15.65,10170,1632,400,1134,2500,6.3,6,6,1,7.43,8.17,8.17,99.0%,99.0%,0,0,0,0,0,0,1632,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 3 ,Februari,OE,E,8.0,-,3700.0,3700.0/JN24,Abu-abu,2.835,5.00,14.14,50000,230,400,1134,2500,6.3,12,11,0,101.03,57.97,103.06,51.6%,91.8%,0,630,0,0,0,630,129,56.3%,0.00,-4.86,0.00,0.00,0.00,-4.86,,
, 3 ,Februari,OE,E,14.0,-,3700.0,3700.0/JN24,Pink,2.835,5.01,18.75,65000,230,200,567,1250,3.1,7,6,0,56.62,28.99,57.97,46.1%,92.2%,0,720,0,0,0,720,115,50.0%,0.00,-3.13,0.00,0.00,0.00,-3.13,,
, 3 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,1820,5400,15309,33750,84.4,89,80,4,93.79,98.90,98.90,94.9%,94.9%,0,0,0,0,0,0,1820,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 3 ,Februari,RING,S,10.0,-,4006.0,4006.0/JN21/AX,Coklat,2.835,4.20,13.28,9613,1632,800,2268,5000,12.5,14,13,0,16.55,16.34,17.05,88.9%,92.8%,0,0,0,0,60,60,1564,95.8%,0.00,0.00,0.00,0.00,-0.54,-0.54,,
, 3 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,420,1191,2625,6.6,7,6,0,11.16,11.67,11.67,94.1%,94.1%,0,0,0,0,0,0,1200,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 3 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,200,567,1250,3.1,7,6,0,10.52,5.56,10.67,47.5%,91.3%,0,0,0,0,690,690,625,52.1%,0.00,0.00,0.00,0.00,-2.88,-2.88,,
, 3 ,Februari,RING,S,20.0,-,4006.0,4006.0/JN21/AX,Pink,2.835,3.50,15.65,10170,1632,400,1134,2500,6.3,6,6,1,7.43,8.17,8.17,99.0%,99.0%,0,0,0,0,0,0,1632,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 4 ,Februari,OE,E,8.0,-,3700.0,3700.0/JN24,Abu-abu,2.835,5.00,14.14,50000,460,1200,3402,7500,18.8,24,22,0,101.03,86.96,101.80,77.5%,90.7%,0,0,0,0,210,210,393,85.4%,0.00,0.00,0.00,0.00,-3.20,-3.20,,
, 4 ,Februari,OE,E,14.0,-,3700.0,3700.0/JN24,Pink,2.835,5.01,18.75,65000,460,600,1701,3750,9.4,14,12,0,56.62,43.48,57.97,69.1%,92.2%,0,0,0,0,360,360,345,75.0%,0.00,0.00,0.00,0.00,-3.13,-3.13,,
, 4 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,1360,3282,9304,20513,51.3,66,60,2,93.79,80.44,96.81,77.2%,92.9%,0,0,0,0,244,244,1130,83.1%,0.00,0.00,0.00,0.00,-10.44,-10.44,,
, 4 ,Februari,RING,S,10.0,-,4006.0,4006.0/JN21/AX,Coklat,2.835,4.20,13.28,9613,1632,800,2268,5000,12.5,14,13,0,16.55,16.34,17.05,88.9%,92.8%,0,0,0,0,60,60,1564,95.8%,0.00,0.00,0.00,0.00,-0.54,-0.54,,
, 4 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,300,851,1875,4.7,7,6,0,11.16,8.33,11.43,67.2%,92.2%,0,0,0,0,390,390,875,72.9%,0.00,0.00,0.00,0.00,-1.74,-1.74,,
, 4 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,200,567,1250,3.1,7,6,0,10.52,5.56,10.67,47.5%,91.3%,0,0,0,0,690,690,625,52.1%,0.00,0.00,0.00,0.00,-2.88,-2.88,,
, 4 ,Februari,RING,S,20.0,-,4006.0,4006.0/JN21/AX,Pink,2.835,3.50,15.65,10170,1632,200,567,1250,3.1,6,6,0,7.43,4.08,7.54,49.5%,91.4%,0,0,0,660,0,660,884,54.2%,0.00,0.00,0.00,-2.64,0.00,-2.64,,
, 5 ,Februari,OE,E,8.0,-,3700.0,3700.0/JN24,Abu-abu,2.835,5.00,14.14,50000,460,600,1701,3750,9.4,24,22,1,101.03,43.48,104.35,38.7%,93.0%,0,0,0,660,180,840,192,41.7%,0.00,0.00,0.00,-10.31,-2.81,-13.13,,
, 5 ,Februari,OE,E,14.0,-,3700.0,3700.0/JN24,Pink,2.835,5.01,18.75,65000,460,800,2268,5000,12.5,14,12,0,56.62,57.97,57.97,92.2%,92.2%,0,0,0,0,0,0,460,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 5 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,1360,3400,9639,21250,53.1,66,60,2,93.79,83.33,97.00,80.0%,93.1%,0,0,0,0,203,203,1168,85.9%,0.00,0.00,0.00,0.00,-8.72,-8.72,,
, 5 ,Februari,RING,RS,10.0,10.12,4006.0,4006.0/JN21/AX,Biru Muda,2.835,4.40,13.91,9613,916,400,1134,2500,6.3,8,7,0,15.79,14.56,16.38,83.0%,93.4%,0,160,0,0,0,160,814,88.9%,0.00,-0.78,0.00,0.00,0.00,-0.78,,
, 5 ,Februari,RING,S,10.0,-,4006.0,4006.0/JN21/AX,Coklat,2.835,4.20,13.28,9613,716,236,669,1475,3.7,6,6,0,16.55,10.99,17.19,59.8%,93.5%,0,520,0,0,0,520,458,63.9%,0.00,-2.08,0.00,0.00,0.00,-2.08,,
, 5 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,300,851,1875,4.7,7,6,0,11.16,8.33,11.43,67.2%,92.2%,0,0,0,0,390,390,875,72.9%,0.00,0.00,0.00,0.00,-1.74,-1.74,,
, 5 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,200,567,1250,3.1,7,6,0,10.52,5.56,10.67,47.5%,91.3%,0,0,0,0,690,690,625,52.1%,0.00,0.00,0.00,0.00,-2.88,-2.88,,
, 5 ,Februari,RING,S,20.0,-,4006.0,4006.0/JN21/AX,Pink,2.835,3.50,15.65,10170,1632,400,1134,2500,6.3,6,6,1,7.43,8.17,8.17,99.0%,99.0%,0,0,0,0,0,0,1632,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 6 ,Februari,OE,E,8.0,-,3700.0,3700.0/JN24,Abu-abu,2.835,5.00,14.14,50000,460,800,2268,5000,12.5,24,22,1,101.03,57.97,103.83,51.6%,92.5%,0,0,0,0,636,636,257,55.8%,0.00,0.00,0.00,0.00,-9.89,-9.89,,
, 6 ,Februari,OE,E,14.0,-,3700.0,3700.0/JN24,Pink,2.835,5.01,18.75,65000,460,800,2268,5000,12.5,14,12,0,56.62,57.97,57.97,92.2%,92.2%,0,0,0,0,0,0,460,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 6 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,1360,3800,10773,23750,59.4,66,60,3,93.79,93.14,98.70,89.4%,94.7%,0,0,0,0,81,81,1283,94.4%,0.00,0.00,0.00,0.00,-3.55,-3.55,,
, 6 ,Februari,RING,RS,10.0,10.12,4006.0,4006.0/JN21/AX,Biru Muda,2.835,4.40,13.91,9613,1632,800,2268,5000,12.5,13,12,0,15.79,16.34,16.34,93.1%,93.1%,0,0,0,0,0,0,1632,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 6 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,240,680,1500,3.8,7,6,0,11.16,6.67,11.43,53.8%,92.2%,0,0,0,240,360,600,700,58.3%,0.00,0.00,0.00,-1.07,-1.61,-2.68,,
, 6 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,400,1134,2500,6.3,7,6,0,10.52,11.11,11.11,95.1%,95.1%,0,0,0,0,0,0,1200,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 6 ,Februari,RING,S,20.0,-,4006.0,4006.0/JN21/AX,Pink,2.835,3.50,15.65,10170,1632,400,1134,2500,6.3,6,6,1,7.43,8.17,8.17,99.0%,99.0%,0,0,0,0,0,0,1632,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 7 ,Februari,OE,E,8.0,-,3700.0,3700.0/JN24,Abu-abu,2.835,5.00,14.14,50000,460,1400,3969,8750,21.9,24,22,0,101.03,101.45,101.45,90.4%,90.4%,0,0,0,0,0,0,460,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 7 ,Februari,OE,E,14.0,-,3700.0,3700.0/JN24,Pink,2.835,5.01,18.75,65000,460,600,1701,3750,9.4,14,12,1,56.62,43.48,59.63,69.1%,94.8%,0,0,0,0,390,390,335,72.9%,0.00,0.00,0.00,0.00,-3.48,-3.48,,
, 7 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,1360,3400,9639,21250,53.1,66,60,1,93.79,83.33,95.44,80.0%,91.6%,0,0,183,0,0,183,1188,87.3%,0.00,0.00,-7.72,0.00,0.00,-7.72,,
, 7 ,Februari,RING,RSM,7.0,7.01,1000.0,1000.0/FN03,Biru,2.835,4.10,10.85,9613,816,400,1134,2500,6.3,12,11,0,28.94,16.34,30.17,50.8%,93.8%,0,0,660,0,0,660,442,54.2%,0.00,0.00,-5.29,0.00,0.00,-5.29,,
, 7 ,Februari,RING,RS,10.0,10.12,4006.0,4006.0/JN21/AX,Biru Muda,2.835,4.40,13.91,9613,1632,600,1701,3750,9.4,13,12,0,15.79,12.25,15.90,69.8%,90.6%,0,0,0,0,330,330,1258,77.1%,0.00,0.00,0.00,0.00,-2.79,-2.79,,
, 7 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,200,567,1250,3.1,7,6,0,11.16,5.56,11.59,44.8%,93.5%,0,0,0,0,750,750,575,47.9%,0.00,0.00,0.00,0.00,-3.40,-3.40,,
, 7 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,200,567,1250,3.1,7,6,0,10.52,5.56,10.67,47.5%,91.3%,0,0,0,0,690,690,625,52.1%,0.00,0.00,0.00,0.00,-2.88,-2.88,,
, 7 ,Februari,RING,S,20.0,-,4006.0,4006.0/JN21/AX,Pink,2.835,3.50,15.65,10170,816,142,403,888,2.2,3,3,0,7.43,5.80,7.73,70.3%,93.7%,0,0,360,0,0,360,612,75.0%,0.00,0.00,-0.74,0.00,0.00,-0.74,,
, 8 ,Februari,OE,LE,7.0,-,0080.2,0080.2/FN05/SX,Merah,2.835,5.04,13.33,50000,230,600,1701,3750,9.4,15,13,0,122.45,86.96,122.76,63.9%,90.2%,0,0,420,0,0,420,163,70.8%,0.00,0.00,-3.86,0.00,0.00,-3.86,,
, 8 ,Februari,OE,E,8.0,-,3700.0,3700.0/JN24,Abu-abu,2.835,5.00,14.14,50000,460,1400,3969,8750,21.9,24,22,0,101.03,101.45,101.45,90.4%,90.4%,0,0,0,0,0,0,460,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 8 ,Februari,OE,E,14.0,-,3700.0,3700.0/JN24,Pink,2.835,5.01,18.75,65000,460,600,1701,3750,9.4,14,12,1,56.62,43.48,59.63,69.1%,94.8%,0,0,0,0,390,390,335,72.9%,0.00,0.00,0.00,0.00,-3.48,-3.48,,
, 8 ,Februari,OE,E,10.0,-,3700.0,3700.0/JN24,Hijau Pastel,2.835,5.01,15.84,65000,1130,2000,5670,12500,31.3,55,50,0,93.79,59.00,94.12,56.6%,90.3%,0,0,220,0,318,537,708,62.7%,0.00,0.00,-7.61,0.00,-10.99,-18.60,,
, 8 ,Februari,RING,RSM,7.0,7.01,1000.0,1000.0/FN03,Biru,2.835,4.10,10.85,9613,1632,1000,2835,6250,15.6,25,22,1,28.94,20.42,29.71,63.5%,92.4%,0,0,0,0,450,450,1122,68.8%,0.00,0.00,0.00,0.00,-7.10,-7.10,,
, 8 ,Februari,RING,RS,10.0,10.12,4006.0,4006.0/JN21/AX,Biru Muda,2.835,4.40,13.91,9613,1632,800,2268,5000,12.5,13,12,0,15.79,16.34,16.34,93.1%,93.1%,0,0,0,0,0,0,1632,100.0%,0.00,0.00,0.00,0.00,0.00,0.00,,
, 8 ,Februari,RING,CRS,12.0,12+40D,7003.0,7003.0/VL26/AX,Abu-abu,2.835,4.60,15.93,9333,1200,400,1134,2500,6.3,7,6,0,11.16,11.11,11.59,89.6%,93.5%,0,0,0,0,60,60,1150,95.8%,0.00,0.00,0.00,0.00,-0.27,-0.27,,
, 8 ,Februari,RING,CRS,14.0,14+40D,7003.0,7003.0/VL26/AX,Hitam,2.835,3.50,13.10,8436,1200,200,567,1250,3.1,7,6,0,10.52,5.56,10.67,47.5%,91.3%,0,0,0,0,690,690,625,52.1%,0.00,0.00,0.00,0.00,-2.88,-2.88,,
, 9 ,Februari,OE,LE,7.0,-,0080.2,0080.2/FN05/SX,Merah,2.835,5.04,13.33,50000,1360,3200,9072,20000,50.0,87,78,1,122.45,78.43,124.76,57.7%,91.7%,0,0,68,325,142,535,855,62.9%,0.00,0.00,-3.75,-17.93,-7.85,-29.53,,
, 9 ,Februari,OE,E,8.0,-,3700.0,3700.0/JN24,Abu-abu,2.835,5.00,14.14,50000,460,800,2268,5000,12.5,24,22,0,101.03,57.97,103.06,51.6%,91.8%,0,0,0,0,630,630,259,56.3%,0.00,0.00,0.00,0.00,-9.72,-9.72,,
