;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Pt. Triputra Textile Industry (Spinning Division);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Yarn Testing Data Base;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tangall;Bulan;Tahun;Count Description;Nom. Count;Lot;SPK;Yarn Type;Slub Code;Supplier;Mills Unit;Process Step;Test Type;MC. No.;Side;Sliver / Roving (Ne);Total Draft;TM α;TPI;TPM;Actual Twist;Rotor /Spindle Speed;Mean Ne;Min Ne;Max Ne;CV% Count;Mean Strength CN;Min Strength CN;Max Strength CN;CV% Strength;Tenacity (CN/Tex);Elongation%;CLSP;U%;CV b;CVm;CVm 1m;CVm 3m;CVm 10m;Thin-50%;"Thick
+50%";"Neps
+200%";"Neps
+280%";IPIs;OE IPI;Thin-30%;Thin-40%;"Thick
+35%";"Neps
+140%";Short IPI;Hairiness;Sh;S1u + S2u;S3u;DR 1.5m 5% (%);Remarks;;Count Description;Lot;SPK;Yarn Type;Supplier;Mills Unit;Process Step;Test Type;Side;;;;
;07-Aug-25;August;2025;E 7s 4600,0 LL28 D2;7;4600,0;LL28 D2;Normal;-;SSM;RS;Rotor;Routine;1;kanan;0,100;70,00;4,26;11,27;444;;88857;20,14;20,14;20,14;0,84;650;2272;2444;2,30;22,16;15,07;3531;10,03;0,8;12,69;2,40;2,40;2,40;1;34;180;22;215;57;1266;65;363;1432;1860;5,50;1,38;1;1;18,92;;;1;103;202;301;401;502;601;701;I1;;;;
;07-Aug-25;August;2025;E 7s 4600,0 LL28 D2;7;4600,0;LL28 D2;Normal;-;SSM;RS;Rotor;Routine;1;kanan;0,100;70,00;4,52;11,96;471;;97522;31,53;31,53;31,53;0,91;650;1984;2149;2,50;34,70;13,17;5528;11,93;1,0;15,14;2,81;2,81;2,81;23;132;1432;250;1587;405;3804;486;924;6218;7629;5,11;1,27;1;1;21,67;;;1;103;202;301;401;502;601;701;I1;;;;
;07-Aug-25;August;2025;E 7s 4600,0 LL28 D2;7;4600,0;LL28 D2;Normal;-;SSM;RS;Rotor;Routine;1;kanan;0,100;70,00;4,52;11,95;470;;98333;31,51;31,51;31,51;0,85;650;2123;2285;3,27;34,67;14,16;5524;12,22;0,8;15,52;2,50;2,50;2,50;33;184;1320;255;1537;472;4104;576;1103;5883;7562;4,88;1,20;1;1;18,05;;;1;103;202;301;401;502;601;701;I1;;;;
;07-Aug-25;August;2025;E 10s 4600,0 LL28 D2;10;4600,0;LL28 D2;Normal;-;SSM;OE;Rotor;Sample;1;kanan;0,670;14,93;3,13;9,91;390;;54000;10,11;10,11;10,11;0,60;650;2657;2788;1,01;11,13;17,57;1773;9,34;1,0;11,86;2,05;2,05;2,05;0;33;62;11;94;44;574;13;310;476;799;7,62;2,75;3;3;16,55;;;2;103;202;301;401;501;601;702;I1;;;;
;07-Aug-25;August;2025;E 10s 4600,0 LL28 D2;10;4600,0;LL28 D2;Normal;-;SSM;OE;Rotor;Routine;1;kanan;0,100;100,00;4,22;13,34;525;;89754;31,59;31,59;31,59;0,99;650;2059;2449;2,41;34,77;14,56;5539;11,83;1,0;15,04;2,90;2,90;2,90;20;134;1232;234;1386;389;3636;438;951;5430;6819;7,17;1,38;1;1;22,88;;;2;103;202;301;401;501;601;701;I1;;;;
;07-Aug-25;August;2025;E 16s 4600,0 LL28 D2;16;4600,0;LL28 D2;Normal;-;SSM;OE;Rotor;Routine;1;Kiri;0,100;160,00;4,22;16,88;665;;89000;31,79;31,79;31,79;0,91;650;2365;2499;3,25;34,99;15,72;5574;12,11;1,1;15,38;2,50;2,50;2,50;30;166;1066;191;1262;387;3875;541;1068;4919;6528;5,10;1,21;1;1;20,46;;;3;103;202;301;401;501;601;701;I2;;;;
;07-Aug-25;August;2025;RSM 10,7 1000,0 LL23 D2;10;1000,0;LL23 D2;Normal;-;SSM;OE;Ring;Routine;1;N/A;0,670;14,93;3,15;9,96;392;;65938;14,40;14,40;14,40;0,71;650;2943;3136;1,41;15,84;19,40;2524;9,75;1,1;12,36;2,01;2,01;2,01;0;37;105;18;142;55;943;39;328;746;1114;6,54;1,53;2;2;19,64;;;4;101;201;301;401;501;602;701;I3;;;;
;07-Aug-25;August;2025;RSM 10,7 1000,0 LL23 D2;10;1000,0;LL23 D2;Normal;-;SSM;OE;Winding;Routine;1;Kiri;0,670;14,93;3,01;9,51;374;;60000;12,34;12,34;12,34;0,98;650;2860;2897;1,80;13,57;18,42;2163;9,71;0,6;12,31;1,87;1,87;1,87;0;42;77;12;119;54;878;40;332;684;1056;7,06;1,65;2;2;20,02;;;4;101;201;301;401;501;603;701;I2;;;;
;07-Aug-25;August;2025;RS 10,7 4006,0 NL04 AX D2;10;4006,0;NL04 AX D2;Normal;-;SSM;OE;Ring;Routine;1;N/A;0,670;14,93;3,61;11,40;449;;76462;20,21;20,21;20,21;0,84;650;2740;2975;1,82;22,24;18,22;3544;10,14;1,1;12,70;2,20;2,20;2,20;1;50;159;33;209;83;1385;82;401;1033;1516;5,59;1,30;1;1;20,31;;;5;102;203;301;401;501;602;701;I3;;;;
;07-Aug-25;August;2025;RS 10,7 4006,0 NL04 AX D2;10;4006,0;NL04 AX D2;Normal;-;SSM;OE;Winding;Routine;1;Kiri;0,670;14,93;3,81;12,05;474;;77871;24,21;24,21;24,21;1,01;650;2549;2884;2,26;26,64;17,38;4245;10,43;1,0;13,21;2,34;2,34;2,34;2;60;214;44;276;107;1711;123;457;1366;1946;5,31;1,23;1;1;21,17;;;5;102;203;301;401;501;603;701;I2;;;;
